Sample_ID,pF,theta_VGM,k_VGM,theta_PDI,k_PDI
KIT_129,2.928,0.3312,6.225e-06,0.3408,0.000521789
KIT_129,3.016,0.3142,2.643e-06,0.3285,0.00038518
KIT_129,3.104,0.2978,1.113e-06,0.3167,0.000284295
KIT_129,3.192,0.2822,4.66e-07,0.3053,0.000209816
KIT_129,3.28,0.2672,1.94e-07,0.2944,0.000154843
KIT_129,3.368,0.253,8.1e-08,0.2839,0.000114273
KIT_129,3.456,0.2395,3.3e-08,0.2737,8.4334e-05
KIT_129,3.544,0.2267,1.4e-08,0.2638,6.2239e-05
KIT_129,3.632,0.2145,6e-09,0.2543,4.5934e-05
KIT_129,3.72,0.2029,2e-09,0.245,3.3903e-05
KIT_129,3.808,0.192,1e-09,0.236,2.5026e-05
KIT_129,3.896,0.1816,0,0.2272,1.8476e-05
KIT_129,3.984,0.1718,0,0.2187,1.3643e-05
KIT_129,4.072,0.1625,0,0.2103,1.0078e-05
KIT_129,4.16,0.1537,0,0.2022,7.448e-06
KIT_129,4.248,0.1454,0,0.1942,5.508e-06
KIT_129,4.336,0.1375,0,0.1864,4.076e-06
KIT_129,4.424,0.1301,0,0.1787,3.021e-06
KIT_129,4.512,0.123,0,0.1712,2.243e-06
KIT_129,4.6,0.1163,0,0.1638,1.669e-06
KIT_129,4.688,0.11,0,0.1565,1.247e-06
KIT_129,4.776,0.1041,0,0.1493,9.35e-07
KIT_129,4.864,0.0984,0,0.1422,7.06e-07
KIT_129,4.952,0.0931,0,0.1352,5.37e-07
KIT_129,5.04,0.088,0,0.1283,4.13e-07
KIT_129,5.128,0.0833,0,0.1214,3.22e-07
KIT_129,5.216,0.0788,0,0.1147,2.55e-07
KIT_129,5.304,0.0745,0,0.108,2.05e-07
KIT_129,5.392,0.0704,0,0.1013,1.69e-07
KIT_129,5.48,0.0666,0,0.0947,1.41e-07
KIT_129,5.568,0.063,0,0.0882,1.2e-07
KIT_129,5.656,0.0596,0,0.0817,1.04e-07
KIT_129,5.744,0.0564,0,0.0752,9.1e-08
KIT_129,5.832,0.0533,0,0.0688,8e-08
KIT_129,5.92,0.0504,0,0.0624,7e-08
KIT_129,6.008,0.0477,0,0.0561,6e-08
KIT_129,6.096,0.0451,0,0.0497,5.1e-08
KIT_129,6.184,0.0427,0,0.0434,4.3e-08
KIT_129,6.272,0.0403,0,0.0372,3.4e-08
KIT_129,6.36,0.0382,0,0.0309,2.6e-08
KIT_129,6.448,0.0361,0,0.0247,1.8e-08
KIT_129,6.536,0.0341,0,0.0185,1.2e-08
KIT_129,6.624,0.0323,0,0.0123,8e-09
KIT_129,6.712,0.0305,0,0.0062,4e-09
KIT_129,6.8,0.0289,0,0,2e-09
KIT_130,-2,0.4342,13.509718507,0.4491,41.205358785
KIT_130,-1.912,0.4342,13.142294655,0.4491,41.193054836
KIT_130,-1.824,0.4342,12.768262422,0.4491,41.177360067
KIT_130,-1.736,0.4342,12.387771901,0.449,41.157349616
KIT_130,-1.648,0.4342,12.001001776,0.449,41.131836424
KIT_130,-1.56,0.4342,11.608173751,0.449,41.099307091
KIT_130,-1.472,0.4342,11.209540231,0.449,41.057849646
KIT_130,-1.384,0.4341,10.805398794,0.449,41.005045676
KIT_130,-1.296,0.4341,10.396091662,0.4489,40.937809432
KIT_130,-1.208,0.4341,9.982010905,0.4489,40.852270604
KIT_130,-1.12,0.4341,9.563606973,0.4489,40.743515612
KIT_130,-1.032,0.4341,9.141387733,0.4488,40.605400651
KIT_130,-0.944,0.4341,8.715928723,0.4487,40.430247505
KIT_130,-0.856,0.434,8.287877819,0.4486,40.20850261
KIT_130,-0.768,0.434,7.857962103,0.4485,39.928390106
KIT_130,-0.68,0.4339,7.426994119,0.4483,39.575499045
KIT_130,-0.592,0.4338,6.995879494,0.4481,39.132446485
KIT_130,-0.504,0.4338,6.565623275,0.4478,38.578567733
KIT_130,-0.416,0.4336,6.137336562,0.4475,37.889833775
KIT_130,-0.328,0.4335,5.712242419,0.4471,37.039072251
KIT_130,-0.24,0.4333,5.291679957,0.4466,35.996692655
KIT_130,-0.152,0.4331,4.877106845,0.4459,34.732128569
KIT_130,-0.064,0.4328,4.470098572,0.4452,33.216173476
KIT_130,0.024,0.4324,4.072342906,0.4442,31.42439318
KIT_130,0.112,0.432,3.685629794,0.443,29.341282985
KIT_130,0.2,0.4314,3.311832014,0.4416,26.965383427
KIT_130,0.288,0.4307,2.95287804,0.4399,24.313965717
KIT_130,0.376,0.4298,2.610712388,0.4379,21.426577201
KIT_130,0.464,0.4287,2.287244068,0.4356,18.366449118
KIT_130,0.552,0.4274,1.984280982,0.4328,15.219202654
KIT_130,0.64,0.4257,1.703451724,0.4296,12.088789073
KIT_130,0.728,0.4236,1.446118027,0.426,9.091118318
KIT_130,0.816,0.4212,1.213282719,0.4218,6.410698468
KIT_130,0.904,0.4182,1.005503197,0.417,4.414825273
KIT_130,0.992,0.4147,0.822821445,0.4117,3.016900729
KIT_130,1.08,0.4106,0.66472394,0.406,2.048306013
KIT_130,1.168,0.4059,0.530142547,0.3998,1.383493044
KIT_130,1.256,0.4005,0.417502932,0.3932,0.930744113
KIT_130,1.344,0.3944,0.32481863,0.3864,0.624389771
KIT_130,1.432,0.3877,0.249820412,0.3793,0.418127797
KIT_130,1.52,0.3804,0.190102825,0.3722,0.279779165
KIT_130,1.608,0.3726,0.143267262,0.365,0.187236175
KIT_130,1.696,0.3643,0.107043241,0.3577,0.125431475
KIT_130,1.784,0.3557,0.079376144,0.3505,0.084177612
KIT_130,1.872,0.3468,0.058477904,0.3433,0.056630122
KIT_130,1.96,0.3378,0.04284391,0.3361,0.038212451
KIT_130,2.048,0.3286,0.031244099,0.3289,0.025874579
KIT_130,2.136,0.3195,0.022697112,0.3219,0.017586941
KIT_130,2.224,0.3103,0.0164359,0.3148,0.012002643
KIT_130,2.312,0.3012,0.011871057,0.3078,0.008226845
KIT_130,2.4,0.2923,0.008555997,0.3009,0.005664067
KIT_130,2.488,0.2835,0.006156203,0.2941,0.003917425
KIT_130,2.576,0.2749,0.004423451,0.2873,0.002721833
KIT_130,2.664,0.2665,0.003174923,0.2805,0.001899749
KIT_130,2.752,0.2583,0.002276799,0.2738,0.001331877
KIT_130,2.84,0.2503,0.001631596,0.2672,0.000937745
KIT_130,2.928,0.2425,0.001168581,0.2606,0.000662952
KIT_130,3.016,0.2349,0.00083659,0.254,0.000470516
KIT_130,3.104,0.2275,0.000598707,0.2475,0.000335171
KIT_130,3.192,0.2204,0.000428346,0.2411,0.000239585
KIT_130,3.28,0.2135,0.000306393,0.2347,0.000171812
KIT_130,3.368,0.2068,0.000219123,0.2283,0.000123578
KIT_130,3.456,0.2002,0.000156688,0.222,8.9129e-05
KIT_130,3.544,0.1939,0.00011203,0.2157,6.4442e-05
KIT_130,3.632,0.1878,8.0094e-05,0.2095,4.6697e-05
KIT_130,3.72,0.1819,5.7257e-05,0.2032,3.3909e-05
KIT_130,3.808,0.1761,4.093e-05,0.1971,2.4669e-05
KIT_130,3.896,0.1706,2.9257e-05,0.1909,1.7978e-05
KIT_130,3.984,0.1652,2.0912e-05,0.1848,1.3123e-05
KIT_130,4.072,0.16,1.4948e-05,0.1787,9.593e-06
KIT_130,4.16,0.1549,1.0684e-05,0.1727,7.023e-06
KIT_130,4.248,0.15,7.636e-06,0.1666,5.148e-06
KIT_130,4.336,0.1453,5.458e-06,0.1606,3.779e-06
KIT_130,4.424,0.1407,3.901e-06,0.1546,2.779e-06
KIT_130,4.512,0.1362,2.788e-06,0.1487,2.047e-06
KIT_130,4.6,0.1319,1.993e-06,0.1428,1.511e-06
KIT_130,4.688,0.1278,1.424e-06,0.1369,1.118e-06
KIT_130,4.776,0.1237,1.018e-06,0.131,8.31e-07
KIT_130,4.864,0.1198,7.27e-07,0.1251,6.2e-07
KIT_130,4.952,0.116,5.2e-07,0.1193,4.65e-07
KIT_130,5.04,0.1124,3.72e-07,0.1134,3.52e-07
KIT_130,5.128,0.1088,2.66e-07,0.1076,2.69e-07
KIT_130,5.216,0.1054,1.9e-07,0.1019,2.08e-07
KIT_130,5.304,0.102,1.36e-07,0.0961,1.63e-07
KIT_130,5.392,0.0988,9.7e-08,0.0903,1.3e-07
KIT_130,5.48,0.0957,6.9e-08,0.0846,1.06e-07
KIT_130,5.568,0.0927,5e-08,0.0789,8.8e-08
KIT_130,5.656,0.0897,3.5e-08,0.0732,7.4e-08
KIT_130,5.744,0.0869,2.5e-08,0.0675,6.3e-08
KIT_130,5.832,0.0841,1.8e-08,0.0618,5.4e-08
KIT_130,5.92,0.0815,1.3e-08,0.0561,4.7e-08
KIT_130,6.008,0.0789,9e-09,0.0504,4e-08
KIT_130,6.096,0.0764,7e-09,0.0448,3.4e-08
KIT_130,6.184,0.074,5e-09,0.0392,2.8e-08
KIT_130,6.272,0.0717,3e-09,0.0335,2.3e-08
KIT_130,6.36,0.0694,2e-09,0.0279,1.7e-08
KIT_130,6.448,0.0672,2e-09,0.0223,1.2e-08
KIT_130,6.536,0.0651,1e-09,0.0167,8e-09
KIT_130,6.624,0.063,1e-09,0.0111,5e-09
KIT_130,6.712,0.061,1e-09,0.0056,3e-09
KIT_130,6.8,0.0591,0,0,2e-09
KIT_131,-2,0.4407,13.410077878,0.4127,6.398247417
KIT_131,-1.912,0.4407,13.315601824,0.4127,6.398235483
KIT_131,-1.824,0.4407,13.21485189,0.4127,6.398218688
KIT_131,-1.736,0.4407,13.107437634,0.4127,6.398195706
KIT_131,-1.648,0.4407,12.992956965,0.4127,6.398163737
KIT_131,-1.56,0.4407,12.870976578,0.4127,6.398119687
KIT_131,-1.472,0.4407,12.74105528,0.4127,6.398058549
KIT_131,-1.384,0.4407,12.602723266,0.4127,6.397974134
KIT_131,-1.296,0.4407,12.455495237,0.4127,6.397857459
KIT_131,-1.208,0.4407,12.298866856,0.4127,6.397696003
KIT_131,-1.12,0.4407,12.132310036,0.4127,6.397472681
KIT_131,-1.032,0.4407,11.955289579,0.4127,6.397163785
KIT_131,-0.944,0.4407,11.767245114,0.4127,6.396736629
KIT_131,-0.856,0.4407,11.567611651,0.4127,6.396145875
KIT_131,-0.768,0.4407,11.355806927,0.4127,6.395328983
KIT_131,-0.68,0.4407,11.131249057,0.4127,6.39419932
KIT_131,-0.592,0.4407,10.893351063,0.4127,6.392637087
KIT_131,-0.504,0.4407,10.641528194,0.4127,6.390476763
KIT_131,-0.416,0.4406,10.3752101,0.4127,6.387489364
KIT_131,-0.328,0.4406,10.093846593,0.4127,6.383359002
KIT_131,-0.24,0.4406,9.796922443,0.4127,6.377649239
KIT_131,-0.152,0.4405,9.483961887,0.4126,6.369757664
KIT_131,-0.064,0.4405,9.15455588,0.4126,6.3588538
KIT_131,0.024,0.4404,8.808377725,0.4126,6.343793243
KIT_131,0.112,0.4403,8.445210131,0.4126,6.3229991
KIT_131,0.2,0.4402,8.064976384,0.4126,6.294307848
KIT_131,0.288,0.44,7.667779403,0.4125,6.25475755
KIT_131,0.376,0.4398,7.253949035,0.4125,6.200309662
KIT_131,0.464,0.4395,6.824099806,0.4124,6.125489644
KIT_131,0.552,0.4392,6.379199437,0.4123,6.022935607
KIT_131,0.64,0.4387,5.920651521,0.4122,5.882862801
KIT_131,0.728,0.4381,5.450389509,0.412,5.692462653
KIT_131,0.816,0.4373,4.970981307,0.4118,5.441472391
KIT_131,0.904,0.4362,4.485738992,0.4114,5.153564786
KIT_131,0.992,0.4349,3.998820041,0.411,4.836837311
KIT_131,1.08,0.4331,3.515301828,0.4103,4.490334042
KIT_131,1.168,0.4309,3.041198167,0.4095,4.114223969
KIT_131,1.256,0.4281,2.583374152,0.4083,3.710173422
KIT_131,1.344,0.4245,2.14931223,0.4066,3.281962013
KIT_131,1.432,0.42,1.746684635,0.4044,2.836130759
KIT_131,1.52,0.4145,1.382717056,0.4015,2.382545921
KIT_131,1.608,0.4078,1.063387703,0.3976,1.934599317
KIT_131,1.696,0.3998,0.792589893,0.3925,1.508593423
KIT_131,1.784,0.3903,0.571464807,0.386,1.121992126
KIT_131,1.872,0.3794,0.398132948,0.3778,0.790477641
KIT_131,1.96,0.3672,0.267969361,0.3678,0.524450399
KIT_131,2.048,0.3537,0.1743909,0.3558,0.326339099
KIT_131,2.136,0.3392,0.10993342,0.3418,0.190154427
KIT_131,2.224,0.3239,0.067303446,0.3261,0.103931168
KIT_131,2.312,0.3082,0.040143894,0.3092,0.053568514
KIT_131,2.4,0.2922,0.023408043,0.2916,0.026276106
KIT_131,2.488,0.2763,0.013389569,0.2738,0.012426559
KIT_131,2.576,0.2606,0.007537598,0.2565,0.005764786
KIT_131,2.664,0.2453,0.004188264,0.2399,0.00268232
KIT_131,2.752,0.2305,0.002302887,0.2243,0.001285952
KIT_131,2.84,0.2164,0.001255682,0.2096,0.000653174
KIT_131,2.928,0.2029,0.000680178,0.1961,0.000359197
KIT_131,3.016,0.1901,0.000366542,0.1836,0.000215121
KIT_131,3.104,0.1779,0.000196734,0.1721,0.000138746
KIT_131,3.192,0.1665,0.000105265,0.1616,9.4467e-05
KIT_131,3.28,0.1558,5.6188e-05,0.1519,6.6603e-05
KIT_131,3.368,0.1457,2.9937e-05,0.1431,4.7939e-05
KIT_131,3.456,0.1362,1.5927e-05,0.1349,3.491e-05
KIT_131,3.544,0.1273,8.465e-06,0.1274,2.5586e-05
KIT_131,3.632,0.119,4.495e-06,0.1205,1.8817e-05
KIT_131,3.72,0.1112,2.385e-06,0.1141,1.3866e-05
KIT_131,3.808,0.104,1.265e-06,0.1082,1.023e-05
KIT_131,3.896,0.0971,6.71e-07,0.1026,7.554e-06
KIT_131,3.984,0.0908,3.56e-07,0.0974,5.583e-06
KIT_131,4.072,0.0848,1.88e-07,0.0926,4.129e-06
KIT_131,4.16,0.0793,1e-07,0.088,3.058e-06
KIT_131,4.248,0.0741,5.3e-08,0.0837,2.267e-06
KIT_131,4.336,0.0692,2.8e-08,0.0795,1.684e-06
KIT_131,4.424,0.0647,1.5e-08,0.0756,1.254e-06
KIT_131,4.512,0.0604,8e-09,0.0719,9.38e-07
KIT_131,4.6,0.0564,4e-09,0.0683,7.04e-07
KIT_131,4.688,0.0527,2e-09,0.0649,5.32e-07
KIT_131,4.776,0.0493,1e-09,0.0616,4.05e-07
KIT_131,4.864,0.046,1e-09,0.0584,3.12e-07
KIT_131,4.952,0.043,0,0.0552,2.43e-07
KIT_131,5.04,0.0402,0,0.0522,1.92e-07
KIT_131,5.128,0.0375,0,0.0492,1.55e-07
KIT_131,5.216,0.0351,0,0.0464,1.27e-07
KIT_131,5.304,0.0328,0,0.0435,1.07e-07
KIT_131,5.392,0.0306,0,0.0407,9.1e-08
KIT_131,5.48,0.0286,0,0.038,7.9e-08
KIT_131,5.568,0.0267,0,0.0353,6.9e-08
KIT_131,5.656,0.025,0,0.0327,6.2e-08
KIT_131,5.744,0.0233,0,0.03,5.5e-08
KIT_131,5.832,0.0218,0,0.0274,4.9e-08
KIT_131,5.92,0.0204,0,0.0249,4.3e-08
KIT_131,6.008,0.019,0,0.0223,3.7e-08
KIT_131,6.096,0.0178,0,0.0198,3.2e-08
KIT_131,6.184,0.0166,0,0.0173,2.6e-08
KIT_131,6.272,0.0155,0,0.0148,2.1e-08
KIT_131,6.36,0.0145,0,0.0123,1.5e-08
KIT_131,6.448,0.0135,0,0.0098,1.1e-08
KIT_131,6.536,0.0127,0,0.0073,7e-09
KIT_131,6.624,0.0118,0,0.0049,4e-09
KIT_131,6.712,0.0111,0,0.0024,2e-09
KIT_131,6.8,0.0103,0,0,1e-09
KIT_132,-2,0.5382,1185.653260687,0.4968,174.498420408
KIT_132,-1.912,0.5382,1129.993902457,0.4968,174.498380229
KIT_132,-1.824,0.5381,1074.079926199,0.4968,174.498380229
KIT_132,-1.736,0.5381,1017.998645149,0.4968,174.498340049
KIT_132,-1.648,0.538,961.847676024,0.4968,174.49825969
KIT_132,-1.56,0.5379,905.734060768,0.4968,174.49813915
KIT_132,-1.472,0.5378,849.77705414,0.4968,174.497898073
KIT_132,-1.384,0.5377,794.107321241,0.4968,174.497576636
KIT_132,-1.296,0.5376,738.869092424,0.4968,174.497014123
KIT_132,-1.208,0.5374,684.220843477,0.4968,174.496089999
KIT_132,-1.12,0.5371,630.335257706,0.4968,174.494603374
KIT_132,-1.032,0.5368,577.400691952,0.4968,174.492112302
KIT_132,-0.944,0.5364,525.620748074,0.4968,174.488014164
KIT_132,-0.856,0.5359,475.214080255,0.4968,174.481304676
KIT_132,-0.768,0.5353,426.413651457,0.4968,174.470216506
KIT_132,-0.68,0.5346,379.464017141,0.4968,174.451978803
KIT_132,-0.592,0.5336,334.618231824,0.4967,174.421934939
KIT_132,-0.504,0.5324,292.132314811,0.4967,174.372502357
KIT_132,-0.416,0.531,252.257739693,0.4967,174.291175904
KIT_132,-0.328,0.5292,215.231929974,0.4967,174.15734687
KIT_132,-0.24,0.527,181.265936863,0.4966,173.937290264
KIT_132,-0.152,0.5244,150.530325247,0.4965,173.575889699
KIT_132,-0.064,0.5212,123.140638178,0.4963,172.983268979
KIT_132,0.024,0.5174,99.143169793,0.4961,172.013922757
KIT_132,0.112,0.5129,78.504020636,0.4956,170.434417246
KIT_132,0.2,0.5077,61.104008297,0.4948,167.877734577
KIT_132,0.288,0.5018,46.741107661,0.4936,163.783896884
KIT_132,0.376,0.4951,35.141686494,0.4916,157.34128764
KIT_132,0.464,0.4876,25.979482747,0.4884,147.474455039
KIT_132,0.552,0.4794,18.899699541,0.4835,132.978888931
KIT_132,0.64,0.4705,13.544132695,0.4763,112.947416098
KIT_132,0.728,0.4611,9.573480125,0.4665,87.542591748
KIT_132,0.816,0.4512,6.683771437,0.4542,59.692229492
KIT_132,0.904,0.4409,4.615750549,0.4402,37.210670872
KIT_132,0.992,0.4304,3.157632039,0.4256,21.794103047
KIT_132,1.08,0.4196,2.142778006,0.4114,12.149989427
KIT_132,1.168,0.4088,1.444237376,0.3982,6.540824854
KIT_132,1.256,0.398,0.967913179,0.3863,3.445067377
KIT_132,1.344,0.3872,0.645652772,0.3756,1.794806981
KIT_132,1.432,0.3765,0.429035748,0.366,0.933024483
KIT_132,1.52,0.366,0.284203544,0.3573,0.487634641
KIT_132,1.608,0.3556,0.187786838,0.3493,0.258108615
KIT_132,1.696,0.3454,0.123826438,0.3419,0.139366823
KIT_132,1.784,0.3355,0.08151704,0.3349,0.077306747
KIT_132,1.872,0.3257,0.053593473,0.3281,0.044325516
KIT_132,1.96,0.3163,0.035198042,0.3216,0.026383542
KIT_132,2.048,0.307,0.023097257,0.3153,0.016327177
KIT_132,2.136,0.298,0.015146476,0.3091,0.010487547
KIT_132,2.224,0.2893,0.009927308,0.303,0.006964037
KIT_132,2.312,0.2807,0.006503805,0.297,0.004754282
KIT_132,2.4,0.2725,0.004259487,0.291,0.003317432
KIT_132,2.488,0.2644,0.002788888,0.2851,0.002353315
KIT_132,2.576,0.2566,0.001825629,0.2792,0.001689591
KIT_132,2.664,0.249,0.001194871,0.2733,0.001223495
KIT_132,2.752,0.2417,0.000781936,0.2675,0.000891302
KIT_132,2.84,0.2345,0.000511653,0.2616,0.000651979
KIT_132,2.928,0.2276,0.000334768,0.2558,0.000478259
KIT_132,3.016,0.2208,0.000219019,0.25,0.000351499
KIT_132,3.104,0.2143,0.000143284,0.2441,0.000258674
KIT_132,3.192,0.2079,9.3734e-05,0.2383,0.000190531
KIT_132,3.28,0.2018,6.1317e-05,0.2325,0.000140425
KIT_132,3.368,0.1958,4.011e-05,0.2267,0.000103541
KIT_132,3.456,0.19,2.6237e-05,0.2209,7.6367e-05
KIT_132,3.544,0.1844,1.7162e-05,0.215,5.6336e-05
KIT_132,3.632,0.1789,1.1226e-05,0.2092,4.1565e-05
KIT_132,3.72,0.1736,7.343e-06,0.2034,3.0671e-05
KIT_132,3.808,0.1684,4.803e-06,0.1976,2.2635e-05
KIT_132,3.896,0.1634,3.142e-06,0.1918,1.6708e-05
KIT_132,3.984,0.1586,2.055e-06,0.186,1.2335e-05
KIT_132,4.072,0.1539,1.344e-06,0.1802,9.109e-06
KIT_132,4.16,0.1493,8.79e-07,0.1744,6.729e-06
KIT_132,4.248,0.1449,5.75e-07,0.1685,4.973e-06
KIT_132,4.336,0.1406,3.76e-07,0.1627,3.678e-06
KIT_132,4.424,0.1364,2.46e-07,0.1569,2.722e-06
KIT_132,4.512,0.1324,1.61e-07,0.1511,2.018e-06
KIT_132,4.6,0.1285,1.05e-07,0.1453,1.499e-06
KIT_132,4.688,0.1247,6.9e-08,0.1395,1.116e-06
KIT_132,4.776,0.121,4.5e-08,0.1337,8.34e-07
KIT_132,4.864,0.1174,2.9e-08,0.1279,6.26e-07
KIT_132,4.952,0.1139,1.9e-08,0.122,4.73e-07
KIT_132,5.04,0.1105,1.3e-08,0.1162,3.6e-07
KIT_132,5.128,0.1072,8e-09,0.1104,2.78e-07
KIT_132,5.216,0.1041,5e-09,0.1046,2.17e-07
KIT_132,5.304,0.101,4e-09,0.0988,1.72e-07
KIT_132,5.392,0.098,2e-09,0.093,1.39e-07
KIT_132,5.48,0.0951,2e-09,0.0872,1.14e-07
KIT_132,5.568,0.0923,1e-09,0.0814,9.6e-08
KIT_132,5.656,0.0895,1e-09,0.0756,8.1e-08
KIT_132,5.744,0.0869,0,0.0697,7e-08
KIT_132,5.832,0.0843,0,0.0639,6.1e-08
KIT_132,5.92,0.0818,0,0.0581,5.3e-08
KIT_132,6.008,0.0794,0,0.0523,4.6e-08
KIT_132,6.096,0.077,0,0.0465,3.9e-08
KIT_132,6.184,0.0747,0,0.0407,3.2e-08
KIT_132,6.272,0.0725,0,0.0349,2.6e-08
KIT_132,6.36,0.0704,0,0.0291,2e-08
KIT_132,6.448,0.0683,0,0.0232,1.4e-08
KIT_132,6.536,0.0663,0,0.0174,9e-09
KIT_132,6.624,0.0643,0,0.0116,6e-09
KIT_132,6.712,0.0624,0,0.0058,3e-09
KIT_132,6.8,0.0605,0,0,2e-09
KIT_133,-2,0.3833,1.414673864,0.3826,16.922051016
KIT_133,-1.912,0.3833,1.39520428,0.3826,16.921712028
KIT_133,-1.824,0.3833,1.374875111,0.3826,16.921256159
KIT_133,-1.736,0.3833,1.353657613,0.3826,16.920652249
KIT_133,-1.648,0.3833,1.331523299,0.3826,16.919841875
KIT_133,-1.56,0.3833,1.30844412,0.3826,16.918762734
KIT_133,-1.472,0.3833,1.284392734,0.3826,16.917317496
KIT_133,-1.384,0.3833,1.259342674,0.3826,16.915385509
KIT_133,-1.296,0.3833,1.233268781,0.3826,16.912807274
KIT_133,-1.208,0.3833,1.206147519,0.3826,16.909361154
KIT_133,-1.12,0.3833,1.177957422,0.3826,16.904755742
KIT_133,-1.032,0.3833,1.148679586,0.3826,16.898606768
KIT_133,-0.944,0.3833,1.118298221,0.3826,16.890390872
KIT_133,-0.856,0.3833,1.086801319,0.3826,16.879419239
KIT_133,-0.768,0.3833,1.054181392,0.3826,16.864773002
KIT_133,-0.68,0.3833,1.020436328,0.3826,16.845216615
KIT_133,-0.592,0.3832,0.98557037,0.3826,16.819117322
KIT_133,-0.504,0.3832,0.94959522,0.3826,16.784302573
KIT_133,-0.416,0.3832,0.912531313,0.3826,16.73788193
KIT_133,-0.328,0.3831,0.874409225,0.3825,16.676031238
KIT_133,-0.24,0.3831,0.83527128,0.3825,16.593710158
KIT_133,-0.152,0.383,0.795173336,0.3825,16.48429204
KIT_133,-0.064,0.3829,0.754186736,0.3824,16.339117653
KIT_133,0.024,0.3828,0.712400491,0.3823,16.146961137
KIT_133,0.112,0.3826,0.669923481,0.3822,15.893388519
KIT_133,0.2,0.3824,0.626886908,0.3821,15.560186571
KIT_133,0.288,0.3822,0.583446703,0.3819,15.124822966
KIT_133,0.376,0.3818,0.539785694,0.3817,14.560255636
KIT_133,0.464,0.3814,0.496115619,0.3813,13.835526802
KIT_133,0.552,0.3808,0.452678419,0.3809,12.917720991
KIT_133,0.64,0.3801,0.409746526,0.3804,11.776309199
KIT_133,0.728,0.3792,0.367621718,0.3796,10.390884083
KIT_133,0.816,0.3781,0.326631834,0.3786,8.790580797
KIT_133,0.904,0.3767,0.287124717,0.3774,7.172118723
KIT_133,0.992,0.3749,0.249458743,0.3757,5.632455121
KIT_133,1.08,0.3726,0.213989483,0.3736,4.225546643
KIT_133,1.168,0.3699,0.181052318,0.3709,3.003386885
KIT_133,1.256,0.3665,0.150941784,0.3675,2.005216871
KIT_133,1.344,0.3624,0.123889178,0.3633,1.247570673
KIT_133,1.432,0.3575,0.10004125,0.3582,0.718894482
KIT_133,1.52,0.3517,0.079443634,0.3521,0.382888198
KIT_133,1.608,0.345,0.062032874,0.345,0.189625623
KIT_133,1.696,0.3374,0.047639797,0.3368,0.089093393
KIT_133,1.784,0.329,0.036005148,0.3276,0.041398909
KIT_133,1.872,0.3197,0.026804925,0.3176,0.020271916
KIT_133,1.96,0.3097,0.019681111,0.307,0.011108228
KIT_133,2.048,0.2992,0.014271949,0.296,0.00691118
KIT_133,2.136,0.2883,0.010236972,0.285,0.004720046
KIT_133,2.224,0.2772,0.007274,0.2741,0.003387704
KIT_133,2.312,0.2659,0.005127655,0.2634,0.002482496
KIT_133,2.4,0.2547,0.003590755,0.253,0.001831921
KIT_133,2.488,0.2436,0.002500849,0.243,0.001354061
KIT_133,2.576,0.2327,0.001734071,0.2334,0.001000794
KIT_133,2.664,0.2221,0.001198116,0.2243,0.000739378
KIT_133,2.752,0.2118,0.000825455,0.2155,0.000546033
KIT_133,2.84,0.2018,0.000567421,0.2072,0.000403123
KIT_133,2.928,0.1922,0.00038935,0.1992,0.000297556
KIT_133,3.016,0.183,0.000266787,0.1916,0.000219606
KIT_133,3.104,0.1742,0.000182603,0.1844,0.000162066
KIT_133,3.192,0.1658,0.000124875,0.1774,0.000119598
KIT_133,3.28,0.1578,8.5339e-05,0.1707,8.8258e-05
KIT_133,3.368,0.1501,5.829e-05,0.1643,6.5132e-05
KIT_133,3.456,0.1428,3.9798e-05,0.1582,4.8067e-05
KIT_133,3.544,0.1358,2.7163e-05,0.1523,3.5474e-05
KIT_133,3.632,0.1292,1.8535e-05,0.1466,2.6181e-05
KIT_133,3.72,0.1228,1.2645e-05,0.141,1.9324e-05
KIT_133,3.808,0.1168,8.626e-06,0.1357,1.4264e-05
KIT_133,3.896,0.1111,5.883e-06,0.1305,1.0531e-05
KIT_133,3.984,0.1056,4.012e-06,0.1255,7.777e-06
KIT_133,4.072,0.1005,2.736e-06,0.1206,5.745e-06
KIT_133,4.16,0.0955,1.866e-06,0.1158,4.246e-06
KIT_133,4.248,0.0908,1.272e-06,0.1112,3.14e-06
KIT_133,4.336,0.0864,8.67e-07,0.1066,2.324e-06
KIT_133,4.424,0.0821,5.91e-07,0.1022,1.723e-06
KIT_133,4.512,0.0781,4.03e-07,0.0978,1.279e-06
KIT_133,4.6,0.0743,2.75e-07,0.0935,9.52e-07
KIT_133,4.688,0.0706,1.87e-07,0.0893,7.11e-07
KIT_133,4.776,0.0671,1.28e-07,0.0852,5.34e-07
KIT_133,4.864,0.0638,8.7e-08,0.0811,4.03e-07
KIT_133,4.952,0.0607,5.9e-08,0.0771,3.07e-07
KIT_133,5.04,0.0577,4.1e-08,0.0731,2.36e-07
KIT_133,5.128,0.0549,2.8e-08,0.0692,1.83e-07
KIT_133,5.216,0.0522,1.9e-08,0.0653,1.45e-07
KIT_133,5.304,0.0496,1.3e-08,0.0615,1.17e-07
KIT_133,5.392,0.0472,9e-09,0.0577,9.6e-08
KIT_133,5.48,0.0449,6e-09,0.0539,8e-08
KIT_133,5.568,0.0427,4e-09,0.0502,6.8e-08
KIT_133,5.656,0.0406,3e-09,0.0465,5.8e-08
KIT_133,5.744,0.0386,2e-09,0.0428,5.1e-08
