Sample_ID,pF,theta_VGM,k_VGM,theta_PDI,k_PDI
TUBS_087,3.016,0.2126,0.000322597,0.2212,0.000468612
TUBS_087,3.104,0.2042,0.00017181,0.2141,0.00030521
TUBS_087,3.192,0.1965,9.1315e-05,0.2074,0.000204428
TUBS_087,3.28,0.1894,4.8458e-05,0.201,0.000140213
TUBS_087,3.368,0.1828,2.5685e-05,0.1948,9.803e-05
TUBS_087,3.456,0.1768,1.3602e-05,0.1889,6.9562e-05
TUBS_087,3.544,0.1712,7.198e-06,0.1831,4.9914e-05
TUBS_087,3.632,0.1661,3.808e-06,0.1775,3.6111e-05
TUBS_087,3.72,0.1614,2.013e-06,0.172,2.628e-05
TUBS_087,3.808,0.157,1.064e-06,0.1666,1.9208e-05
TUBS_087,3.896,0.153,5.62e-07,0.1613,1.4082e-05
TUBS_087,3.984,0.1494,2.97e-07,0.1561,1.0348e-05
TUBS_087,4.072,0.146,1.57e-07,0.1509,7.617e-06
TUBS_087,4.16,0.1429,8.3e-08,0.1458,5.614e-06
TUBS_087,4.248,0.14,4.4e-08,0.1408,4.143e-06
TUBS_087,4.336,0.1374,2.3e-08,0.1358,3.061e-06
TUBS_087,4.424,0.135,1.2e-08,0.1308,2.264e-06
TUBS_087,4.512,0.1328,6e-09,0.1258,1.678e-06
TUBS_087,4.6,0.1307,3e-09,0.1209,1.246e-06
TUBS_087,4.688,0.1288,2e-09,0.116,9.27e-07
TUBS_087,4.776,0.1271,1e-09,0.1111,6.93e-07
TUBS_087,4.864,0.1255,1e-09,0.1062,5.2e-07
TUBS_087,4.952,0.1241,0,0.1013,3.93e-07
TUBS_087,5.04,0.1227,0,0.0965,3e-07
TUBS_087,5.128,0.1215,0,0.0916,2.31e-07
TUBS_087,5.216,0.1204,0,0.0868,1.8e-07
TUBS_087,5.304,0.1193,0,0.0819,1.43e-07
TUBS_087,5.392,0.1184,0,0.0771,1.16e-07
TUBS_087,5.48,0.1175,0,0.0722,9.5e-08
TUBS_087,5.568,0.1167,0,0.0674,8e-08
TUBS_087,5.656,0.116,0,0.0626,6.8e-08
TUBS_087,5.744,0.1153,0,0.0578,5.8e-08
TUBS_087,5.832,0.1146,0,0.053,5.1e-08
TUBS_087,5.92,0.1141,0,0.0481,4.4e-08
TUBS_087,6.008,0.1135,0,0.0433,3.8e-08
TUBS_087,6.096,0.113,0,0.0385,3.2e-08
TUBS_087,6.184,0.1126,0,0.0337,2.6e-08
TUBS_087,6.272,0.1122,0,0.0289,2.1e-08
TUBS_087,6.36,0.1118,0,0.0241,1.6e-08
TUBS_087,6.448,0.1115,0,0.0192,1.2e-08
TUBS_087,6.536,0.1111,0,0.0144,8e-09
TUBS_087,6.624,0.1108,0,0.0096,5e-09
TUBS_087,6.712,0.1106,0,0.0048,3e-09
TUBS_087,6.8,0.1103,0,0,1e-09
TUBS_088,-2,0.3375,2.424284083,0.3373,13.152139299
TUBS_088,-1.912,0.3375,2.423874557,0.3373,13.152136271
TUBS_088,-1.824,0.3375,2.423386644,0.3373,13.152130214
TUBS_088,-1.736,0.3375,2.422805384,0.3373,13.152127186
TUBS_088,-1.648,0.3375,2.422112829,0.3373,13.152118101
TUBS_088,-1.56,0.3375,2.421287723,0.3373,13.152105987
TUBS_088,-1.472,0.3375,2.420304788,0.3373,13.152087817
TUBS_088,-1.384,0.3375,2.419133915,0.3373,13.152060561
TUBS_088,-1.296,0.3375,2.417739078,0.3373,13.152018164
TUBS_088,-1.208,0.3375,2.416077717,0.3373,13.151960625
TUBS_088,-1.12,0.3375,2.414099021,0.3373,13.151869775
TUBS_088,-1.032,0.3375,2.411742519,0.3373,13.151739558
TUBS_088,-0.944,0.3375,2.408936433,0.3373,13.15154272
TUBS_088,-0.856,0.3375,2.405595541,0.3373,13.151255039
TUBS_088,-0.768,0.3375,2.401618388,0.3373,13.150825043
TUBS_088,-0.68,0.3375,2.396884848,0.3373,13.15018916
TUBS_088,-0.592,0.3375,2.391252351,0.3373,13.149241448
TUBS_088,-0.504,0.3375,2.384552068,0.3373,13.147839686
TUBS_088,-0.416,0.3375,2.376584334,0.3373,13.145760025
TUBS_088,-0.328,0.3375,2.367113161,0.3373,13.142675952
TUBS_088,-0.24,0.3375,2.355860551,0.3373,13.138101115
TUBS_088,-0.152,0.3375,2.342499301,0.3373,13.13131441
TUBS_088,-0.064,0.3375,2.326645731,0.3373,13.121252713
TUBS_088,0.024,0.3375,2.307851285,0.3373,13.106339092
TUBS_088,0.112,0.3375,2.285593909,0.3373,13.084233925
TUBS_088,0.2,0.3375,2.259269191,0.3373,13.051484141
TUBS_088,0.288,0.3374,2.228182249,0.3372,13.002995133
TUBS_088,0.376,0.3374,2.19154095,0.3372,12.931267627
TUBS_088,0.464,0.3373,2.148452568,0.3371,12.825328569
TUBS_088,0.552,0.3371,2.097925974,0.337,12.669188561
TUBS_088,0.64,0.337,2.03888279,0.3369,12.439800055
TUBS_088,0.728,0.3367,1.97018274,0.3366,12.104353542
TUBS_088,0.816,0.3363,1.890669377,0.3363,11.629402448
TUBS_088,0.904,0.3358,1.799245686,0.3358,11.048723366
TUBS_088,0.992,0.335,1.69498914,0.3351,10.371082763
TUBS_088,1.08,0.3339,1.57731753,0.334,9.588569048
TUBS_088,1.168,0.3323,1.446213329,0.3325,8.698120302
TUBS_088,1.256,0.3299,1.302503773,0.3303,7.704538328
TUBS_088,1.344,0.3267,1.148170671,0.3271,6.624501915
TUBS_088,1.432,0.3222,0.986623964,0.3226,5.490273127
TUBS_088,1.52,0.3161,0.822816005,0.3164,4.351265066
TUBS_088,1.608,0.308,0.66302794,0.3082,3.270541543
TUBS_088,1.696,0.2976,0.514177952,0.2976,2.313735979
TUBS_088,1.784,0.2849,0.382658575,0.2845,1.532269652
TUBS_088,1.872,0.2701,0.27300317,0.2692,0.948165044
TUBS_088,1.96,0.2536,0.186931904,0.2524,0.54967388
TUBS_088,2.048,0.2363,0.123253219,0.2351,0.30060754
TUBS_088,2.136,0.2188,0.078642063,0.2179,0.15657911
TUBS_088,2.224,0.2019,0.048835934,0.2017,0.078546566
TUBS_088,2.312,0.1862,0.029684504,0.1868,0.038388443
TUBS_088,2.4,0.1721,0.017751968,0.1735,0.018489702
TUBS_088,2.488,0.1595,0.010488957,0.1616,0.008878525
TUBS_088,2.576,0.1485,0.006143742,0.1512,0.004302959
TUBS_088,2.664,0.1391,0.003576337,0.142,0.002133282
TUBS_088,2.752,0.131,0.002072748,0.1339,0.001097281
TUBS_088,2.84,0.1241,0.00119765,0.1268,0.000593053
TUBS_088,2.928,0.1183,0.000690548,0.1206,0.000339799
TUBS_088,3.016,0.1134,0.000397577,0.115,0.000206767
TUBS_088,3.104,0.1093,0.000228671,0.1099,0.000132867
TUBS_088,3.192,0.1058,0.000131431,0.1053,8.923e-05
TUBS_088,3.28,0.1028,7.5506e-05,0.1012,6.1908e-05
TUBS_088,3.368,0.1004,4.3363e-05,0.0973,4.3929e-05
TUBS_088,3.456,0.0983,2.4898e-05,0.0937,3.1637e-05
TUBS_088,3.544,0.0966,1.4293e-05,0.0904,2.3001e-05
TUBS_088,3.632,0.0951,8.205e-06,0.0872,1.6823e-05
TUBS_088,3.72,0.0939,4.709e-06,0.0842,1.2351e-05
TUBS_088,3.808,0.0929,2.703e-06,0.0813,9.09e-06
TUBS_088,3.896,0.092,1.551e-06,0.0785,6.701e-06
TUBS_088,3.984,0.0913,8.9e-07,0.0758,4.946e-06
TUBS_088,4.072,0.0907,5.11e-07,0.0731,3.655e-06
TUBS_088,4.16,0.0902,2.93e-07,0.0705,2.704e-06
TUBS_088,4.248,0.0897,1.68e-07,0.068,2.003e-06
TUBS_088,4.336,0.0894,9.7e-08,0.0655,1.486e-06
TUBS_088,4.424,0.0891,5.5e-08,0.063,1.105e-06
TUBS_088,4.512,0.0888,3.2e-08,0.0606,8.24e-07
TUBS_088,4.6,0.0886,1.8e-08,0.0582,6.17e-07
TUBS_088,4.688,0.0884,1e-08,0.0558,4.64e-07
TUBS_088,4.776,0.0883,6e-09,0.0534,3.52e-07
TUBS_088,4.864,0.0882,3e-09,0.051,2.69e-07
TUBS_088,4.952,0.088,2e-09,0.0487,2.08e-07
TUBS_088,5.04,0.088,1e-09,0.0463,1.63e-07
TUBS_088,5.128,0.0879,1e-09,0.044,1.3e-07
TUBS_088,5.216,0.0878,0,0.0417,1.05e-07
TUBS_088,5.304,0.0878,0,0.0393,8.7e-08
TUBS_088,5.392,0.0877,0,0.037,7.3e-08
TUBS_088,5.48,0.0877,0,0.0347,6.3e-08
TUBS_088,5.568,0.0877,0,0.0324,5.5e-08
TUBS_088,5.656,0.0876,0,0.03,4.8e-08
TUBS_088,5.744,0.0876,0,0.0277,4.2e-08
TUBS_088,5.832,0.0876,0,0.0254,3.8e-08
TUBS_088,5.92,0.0876,0,0.0231,3.3e-08
TUBS_088,6.008,0.0876,0,0.0208,2.9e-08
TUBS_088,6.096,0.0876,0,0.0185,2.4e-08
TUBS_088,6.184,0.0875,0,0.0162,2e-08
TUBS_088,6.272,0.0875,0,0.0139,1.6e-08
TUBS_088,6.36,0.0875,0,0.0115,1.2e-08
TUBS_088,6.448,0.0875,0,0.0092,8e-09
TUBS_088,6.536,0.0875,0,0.0069,6e-09
TUBS_088,6.624,0.0875,0,0.0046,3e-09
TUBS_088,6.712,0.0875,0,0.0023,2e-09
TUBS_088,6.8,0.0875,0,0,1e-09
TUBS_089,-2,0.3699,5.808073853,0.3693,10.309609127
TUBS_089,-1.912,0.3699,5.800933007,0.3693,10.309590136
TUBS_089,-1.824,0.3699,5.792892776,0.3693,10.30956165
TUBS_089,-1.736,0.3699,5.783840394,0.3693,10.309523668
TUBS_089,-1.648,0.3699,5.773649424,0.3693,10.309471443
TUBS_089,-1.56,0.3699,5.762178266,0.3693,10.309395481
TUBS_089,-1.472,0.3699,5.749267291,0.3693,10.309293407
TUBS_089,-1.384,0.3699,5.734737983,0.3693,10.309148606
TUBS_089,-1.296,0.3699,5.718389982,0.3693,10.308946837
TUBS_089,-1.208,0.3699,5.699999007,0.3693,10.308666742
TUBS_089,-1.12,0.3699,5.679313859,0.3693,10.308275096
TUBS_089,-1.032,0.3699,5.656053646,0.3693,10.30772919
TUBS_089,-0.944,0.3699,5.629904526,0.3693,10.306967343
TUBS_089,-0.856,0.3699,5.600516615,0.3693,10.305906547
TUBS_089,-0.768,0.3699,5.567499542,0.3693,10.30442826
TUBS_089,-0.68,0.3699,5.530419561,0.3693,10.302364233
TUBS_089,-0.592,0.3699,5.488794612,0.3693,10.299487148
TUBS_089,-0.504,0.3699,5.442091005,0.3693,10.295475276
TUBS_089,-0.416,0.3699,5.389718835,0.3693,10.289882131
TUBS_089,-0.328,0.3698,5.331028447,0.3693,10.28208761
TUBS_089,-0.24,0.3698,5.265306778,0.3693,10.27122162
TUBS_089,-0.152,0.3698,5.191774846,0.3693,10.256080005
TUBS_089,-0.064,0.3698,5.109586786,0.3693,10.234991822
TUBS_089,0.024,0.3698,5.017829264,0.3692,10.20562955
TUBS_089,0.112,0.3697,4.915525688,0.3692,10.164771024
TUBS_089,0.2,0.3697,4.801642698,0.3692,10.107961987
TUBS_089,0.288,0.3696,4.675101993,0.3691,10.029070864
TUBS_089,0.376,0.3695,4.534800857,0.369,9.919697075
TUBS_089,0.464,0.3694,4.37964067,0.3689,9.768428679
TUBS_089,0.552,0.3692,4.208569951,0.3688,9.559915642
TUBS_089,0.64,0.369,4.020644083,0.3685,9.273844937
TUBS_089,0.728,0.3686,3.815106975,0.3682,8.883917769
TUBS_089,0.816,0.3682,3.591500407,0.3678,8.370273907
TUBS_089,0.904,0.3676,3.349806107,0.3672,7.786665524
TUBS_089,0.992,0.3667,3.090623126,0.3664,7.154409098
TUBS_089,1.08,0.3655,2.815380317,0.3653,6.476667921
TUBS_089,1.168,0.3639,2.526570901,0.3638,5.760263096
TUBS_089,1.256,0.3618,2.22798237,0.3618,5.016261403
TUBS_089,1.344,0.3589,1.924865107,0.359,4.260612429
TUBS_089,1.432,0.3552,1.62395496,0.3554,3.5141307
TUBS_089,1.52,0.3503,1.333236485,0.3506,2.801445255
TUBS_089,1.608,0.3441,1.061341627,0.3445,2.148514208
TUBS_089,1.696,0.3364,0.816552166,0.3369,1.578611783
TUBS_089,1.784,0.3271,0.605535724,0.3275,1.107788068
TUBS_089,1.872,0.3162,0.432147724,0.3165,0.741434294
TUBS_089,1.96,0.3038,0.296744658,0.3039,0.473611054
TUBS_089,2.048,0.2902,0.196331087,0.29,0.289575083
TUBS_089,2.136,0.2758,0.125508035,0.2755,0.170257452
TUBS_089,2.224,0.2611,0.077824654,0.2607,0.096843907
TUBS_089,2.312,0.2465,0.047017973,0.2462,0.053655828
TUBS_089,2.4,0.2323,0.027802759,0.2322,0.029159979
TUBS_089,2.488,0.2188,0.016159883,0.219,0.015653152
TUBS_089,2.576,0.2062,0.009266967,0.2066,0.008356706
TUBS_089,2.664,0.1946,0.00525947,0.1952,0.004467537
TUBS_089,2.752,0.184,0.002961717,0.1846,0.002408399
TUBS_089,2.84,0.1744,0.001658051,0.1748,0.001318284
TUBS_089,2.928,0.1657,0.000924191,0.1659,0.000737919
TUBS_089,3.016,0.1579,0.000513489,0.1576,0.000425171
TUBS_089,3.104,0.151,0.000284627,0.15,0.000253403
TUBS_089,3.192,0.1447,0.000157497,0.143,0.000156601
TUBS_089,3.28,0.1392,8.7041e-05,0.1364,0.000100295
TUBS_089,3.368,0.1342,4.8059e-05,0.1304,6.6359e-05
TUBS_089,3.456,0.1299,2.6518e-05,0.1247,4.5139e-05
TUBS_089,3.544,0.1259,1.4625e-05,0.1194,3.1395e-05
TUBS_089,3.632,0.1225,8.063e-06,0.1144,2.2212e-05
TUBS_089,3.72,0.1194,4.444e-06,0.1096,1.5917e-05
TUBS_089,3.808,0.1166,2.449e-06,0.1052,1.1512e-05
TUBS_089,3.896,0.1142,1.349e-06,0.1009,8.382e-06
TUBS_089,3.984,0.1121,7.43e-07,0.0968,6.133e-06
TUBS_089,4.072,0.1101,4.1e-07,0.0929,4.504e-06
TUBS_089,4.16,0.1084,2.26e-07,0.0891,3.317e-06
TUBS_089,4.248,0.1069,1.24e-07,0.0855,2.448e-06
TUBS_089,4.336,0.1056,6.8e-08,0.082,1.812e-06
TUBS_089,4.424,0.1044,3.8e-08,0.0785,1.344e-06
TUBS_089,4.512,0.1033,2.1e-08,0.0752,1e-06
TUBS_089,4.6,0.1024,1.1e-08,0.0719,7.47e-07
TUBS_089,4.688,0.1016,6e-09,0.0687,5.6e-07
TUBS_089,4.776,0.1008,3e-09,0.0656,4.23e-07
TUBS_089,4.864,0.1002,2e-09,0.0625,3.22e-07
TUBS_089,4.952,0.0996,1e-09,0.0594,2.48e-07
TUBS_089,5.04,0.0991,1e-09,0.0564,1.93e-07
TUBS_089,5.128,0.0986,0,0.0534,1.53e-07
TUBS_089,5.216,0.0982,0,0.0505,1.23e-07
TUBS_089,5.304,0.0978,0,0.0476,1.01e-07
TUBS_089,5.392,0.0975,0,0.0447,8.4e-08
TUBS_089,5.48,0.0972,0,0.0418,7.2e-08
TUBS_089,5.568,0.097,0,0.0389,6.2e-08
TUBS_089,5.656,0.0968,0,0.0361,5.4e-08
TUBS_089,5.744,0.0966,0,0.0333,4.8e-08
TUBS_089,5.832,0.0964,0,0.0305,4.2e-08
TUBS_089,5.92,0.0962,0,0.0277,3.7e-08
TUBS_089,6.008,0.0961,0,0.0249,3.2e-08
TUBS_089,6.096,0.096,0,0.0221,2.7e-08
TUBS_089,6.184,0.0959,0,0.0193,2.2e-08
TUBS_089,6.272,0.0958,0,0.0165,1.8e-08
TUBS_089,6.36,0.0957,0,0.0138,1.3e-08
TUBS_089,6.448,0.0956,0,0.011,9e-09
TUBS_089,6.536,0.0955,0,0.0082,6e-09
TUBS_089,6.624,0.0955,0,0.0055,4e-09
TUBS_089,6.712,0.0954,0,0.0027,2e-09
TUBS_089,6.8,0.0954,0,0,1e-09
TUBS_090,-2,0.36,55.359543471,0.3599,63.221020231
TUBS_090,-1.912,0.36,54.998785579,0.3599,63.221020231
TUBS_090,-1.824,0.36,54.604684231,0.3599,63.221020231
TUBS_090,-1.736,0.36,54.174298952,0.3599,63.221020231
TUBS_090,-1.648,0.36,53.704478042,0.3599,63.221005674
TUBS_090,-1.56,0.36,53.191826087,0.3599,63.221005674
TUBS_090,-1.472,0.36,52.632730368,0.3599,63.221005674
TUBS_090,-1.384,0.36,52.023288334,0.3599,63.221005674
TUBS_090,-1.296,0.36,51.359395093,0.3599,63.220991117
TUBS_090,-1.208,0.36,50.636677275,0.3599,63.220962002
TUBS_090,-1.12,0.36,49.850497861,0.3599,63.220932888
TUBS_090,-1.032,0.36,48.996053479,0.3599,63.220874659
TUBS_090,-0.944,0.3599,48.068293028,0.3599,63.22077276
TUBS_090,-0.856,0.3599,47.062013058,0.3599,63.220598074
TUBS_090,-0.768,0.3599,45.971947281,0.3599,63.220292376
TUBS_090,-0.68,0.3599,44.79274729,0.3599,63.219782883
TUBS_090,-0.592,0.3598,43.519189652,0.3599,63.218909476
TUBS_090,-0.504,0.3598,42.146226812,0.3599,63.217395598
TUBS_090,-0.416,0.3597,40.669225329,0.3599,63.214819177
TUBS_090,-0.328,0.3596,39.084170574,0.3599,63.210423494
TUBS_090,-0.24,0.3595,37.387945418,0.3599,63.202884589
TUBS_090,-0.152,0.3593,35.578726586,0.3599,63.189977394
TUBS_090,-0.064,0.359,33.656403057,0.3599,63.167894309
TUBS_090,0.024,0.3587,31.6231698,0.3599,63.130132378
TUBS_090,0.112,0.3583,29.484108452,0.3599,63.065522757
TUBS_090,0.2,0.3577,27.248016901,0.3599,62.95503939
TUBS_090,0.288,0.3569,24.928164391,0.3598,62.766267012
TUBS_090,0.376,0.3559,22.543170722,0.3597,62.444141618
TUBS_090,0.464,0.3546,20.117717253,0.3595,61.895717261
TUBS_090,0.552,0.3528,17.683055093,0.3591,60.965676883
TUBS_090,0.64,0.3506,15.276930399,0.3586,59.398954378
TUBS_090,0.728,0.3476,12.942715356,0.3576,56.788722624
TUBS_090,0.816,0.3439,10.727348752,0.356,52.647360196
TUBS_090,0.904,0.3393,8.67788419,0.3532,47.209652098
TUBS_090,0.992,0.3335,6.836787163,0.3488,40.651296388
TUBS_090,1.08,0.3266,5.23660758,0.3419,33.184578061
TUBS_090,1.168,0.3185,3.895224741,0.3318,25.33015224
TUBS_090,1.256,0.3093,2.81314592,0.3182,17.867274103
TUBS_090,1.344,0.299,1.973953782,0.3015,11.581649031
TUBS_090,1.432,0.2878,1.347967558,0.2833,6.923507548
TUBS_090,1.52,0.2761,0.897984292,0.2655,3.863457686
TUBS_090,1.608,0.2641,0.585300897,0.2492,2.046444354
TUBS_090,1.696,0.252,0.374441736,0.2353,1.046323296
TUBS_090,1.784,0.2402,0.235853562,0.2236,0.523701816
TUBS_090,1.872,0.2287,0.146694047,0.214,0.25942707
TUBS_090,1.96,0.2177,0.090323987,0.2059,0.128297404
TUBS_090,2.048,0.2074,0.055176367,0.1991,0.063816973
TUBS_090,2.136,0.1977,0.033499112,0.1932,0.032149476
TUBS_090,2.224,0.1886,0.020242395,0.1879,0.016529701
TUBS_090,2.312,0.1802,0.012187816,0.1832,0.008747316
TUBS_090,2.4,0.1725,0.007318185,0.1788,0.004803938
TUBS_090,2.488,0.1654,0.00438516,0.1746,0.002756134
TUBS_090,2.576,0.1589,0.002623575,0.1706,0.001657232
TUBS_090,2.664,0.1529,0.001567819,0.1667,0.001043199
TUBS_090,2.752,0.1474,0.000936094,0.163,0.000684046
TUBS_090,2.84,0.1424,0.000558547,0.1593,0.000463831
TUBS_090,2.928,0.1378,0.00033311,0.1556,0.000322729
TUBS_090,3.016,0.1336,0.00019859,0.152,0.000228823
TUBS_090,3.104,0.1298,0.000118362,0.1484,0.000164404
TUBS_090,3.192,0.1263,7.053e-05,0.1449,0.000119195
TUBS_090,3.28,0.1231,4.2022e-05,0.1413,8.6946e-05
TUBS_090,3.368,0.1202,2.5034e-05,0.1377,6.368e-05
TUBS_090,3.456,0.1176,1.4912e-05,0.1342,4.6765e-05
TUBS_090,3.544,0.1152,8.882e-06,0.1307,3.4403e-05
TUBS_090,3.632,0.1129,5.29e-06,0.1271,2.5338e-05
TUBS_090,3.72,0.1109,3.151e-06,0.1236,1.8677e-05
TUBS_090,3.808,0.1091,1.877e-06,0.12,1.3775e-05
TUBS_090,3.896,0.1074,1.118e-06,0.1165,1.0164e-05
TUBS_090,3.984,0.1059,6.66e-07,0.113,7.503e-06
TUBS_090,4.072,0.1045,3.96e-07,0.1094,5.541e-06
TUBS_090,4.16,0.1032,2.36e-07,0.1059,4.095e-06
TUBS_090,4.248,0.1021,1.41e-07,0.1024,3.028e-06
TUBS_090,4.336,0.101,8.4e-08,0.0989,2.241e-06
TUBS_090,4.424,0.1,5e-08,0.0953,1.66e-06
TUBS_090,4.512,0.0992,3e-08,0.0918,1.232e-06
TUBS_090,4.6,0.0983,1.8e-08,0.0883,9.17e-07
TUBS_090,4.688,0.0976,1.1e-08,0.0847,6.84e-07
TUBS_090,4.776,0.0969,6e-09,0.0812,5.13e-07
TUBS_090,4.864,0.0963,4e-09,0.0777,3.87e-07
TUBS_090,4.952,0.0958,2e-09,0.0741,2.94e-07
TUBS_090,5.04,0.0953,1e-09,0.0706,2.25e-07
TUBS_090,5.128,0.0948,1e-09,0.0671,1.75e-07
TUBS_090,5.216,0.0944,0,0.0635,1.38e-07
TUBS_090,5.304,0.094,0,0.06,1.1e-07
TUBS_090,5.392,0.0937,0,0.0565,9e-08
TUBS_090,5.48,0.0933,0,0.053,7.5e-08
TUBS_090,5.568,0.093,0,0.0494,6.3e-08
TUBS_090,5.656,0.0928,0,0.0459,5.4e-08
TUBS_090,5.744,0.0925,0,0.0424,4.7e-08
TUBS_090,5.832,0.0923,0,0.0388,4.1e-08
TUBS_090,5.92,0.0921,0,0.0353,3.6e-08
TUBS_090,6.008,0.0919,0,0.0318,3.1e-08
TUBS_090,6.096,0.0917,0,0.0282,2.6e-08
TUBS_090,6.184,0.0916,0,0.0247,2.1e-08
TUBS_090,6.272,0.0915,0,0.0212,1.7e-08
TUBS_090,6.36,0.0913,0,0.0177,1.3e-08
TUBS_090,6.448,0.0912,0,0.0141,9e-09
TUBS_090,6.536,0.0911,0,0.0106,6e-09
TUBS_090,6.624,0.091,0,0.0071,4e-09
TUBS_090,6.712,0.0909,0,0.0035,2e-09
TUBS_090,6.8,0.0908,0,0,1e-09
TUBS_091,-2,0.288,20.21717638,0.2878,262.779147877
TUBS_091,-1.912,0.288,20.217073966,0.2878,262.779147877
TUBS_091,-1.824,0.288,20.216929657,0.2878,262.779147877
TUBS_091,-1.736,0.288,20.216734143,0.2878,262.779147877
TUBS_091,-1.648,0.288,20.216459495,0.2878,262.779147877
TUBS_091,-1.56,0.288,20.216087098,0.2878,262.77908737
TUBS_091,-1.472,0.288,20.215565753,0.2878,262.77908737
TUBS_091,-1.384,0.288,20.21485358,0.2878,262.77908737
TUBS_091,-1.296,0.288,20.21386682,0.2878,262.779026863
TUBS_091,-1.208,0.288,20.212503122,0.2878,262.778905848
TUBS_091,-1.12,0.288,20.210627607,0.2878,262.778724327
TUBS_091,-1.032,0.288,20.208035679,0.2878,262.778482299
TUBS_091,-0.944,0.288,20.204462436,0.2878,262.777998244
TUBS_091,-0.856,0.288,20.199531653,0.2878,262.777151149
TUBS_091,-0.768,0.288,20.192742168,0.2878,262.775698993
TUBS_091,-0.68,0.288,20.183380144,0.2878,262.773218245
TUBS_091,-0.592,0.288,20.170487742,0.2878,262.768982875
TUBS_091,-0.504,0.288,20.152739912,0.2878,262.761601394
TUBS_091,-0.416,0.288,20.128323326,0.2878,262.748956551
TUBS_091,-0.328,0.288,20.094763535,0.2878,262.727056398
TUBS_091,-0.24,0.288,20.048694585,0.2878,262.689431115
TUBS_091,-0.152,0.288,19.985535988,0.2878,262.62447667
TUBS_091,-0.064,0.288,19.899121329,0.2877,262.512688628
TUBS_091,0.024,0.2879,19.781152906,0.2877,262.320118591
TUBS_091,0.112,0.2878,19.62060524,0.2877,261.988543219
TUBS_091,0.2,0.2877,19.40296052,0.2876,261.41770642
TUBS_091,0.288,0.2875,19.109410947,0.2874,260.436289969
TUBS_091,0.376,0.2872,18.716114784,0.2871,258.751812134
TUBS_091,0.464,0.2866,18.193749046,0.2866,255.869723607
TUBS_091,0.552,0.2857,17.507897687,0.2857,250.964966329
TUBS_091,0.64,0.2841,16.621028723,0.2843,242.694369034
TUBS_091,0.728,0.2814,15.497330678,0.2818,228.961889273
TUBS_091,0.816,0.2771,14.111695606,0.2776,207.423090145
TUBS_091,0.904,0.2703,12.463726201,0.271,179.88005016
TUBS_091,0.992,0.2598,10.594839939,0.2605,148.050132362
TUBS_091,1.08,0.2446,8.601094712,0.2451,113.99229569
TUBS_091,1.168,0.2243,6.628158115,0.2243,81.055315393
TUBS_091,1.256,0.1993,4.837488772,0.1988,52.850694664
TUBS_091,1.344,0.172,3.35343606,0.171,31.675545295
TUBS_091,1.432,0.145,2.224809447,0.1441,17.652612991
TUBS_091,1.52,0.1208,1.426812285,0.1204,9.299714158
TUBS_091,1.608,0.1005,0.89324892,0.1009,4.709506601
TUBS_091,1.696,0.0844,0.550292559,0.0856,2.324238068
TUBS_091,1.784,0.0721,0.335549341,0.074,1.12898199
TUBS_091,1.872,0.0628,0.203308286,0.0652,0.543369353
TUBS_091,1.96,0.056,0.122707614,0.0587,0.260269238
TUBS_091,2.048,0.0509,0.073888304,0.0537,0.124445097
TUBS_091,2.136,0.0473,0.044429866,0.05,0.05950454
TUBS_091,2.224,0.0446,0.02669404,0.0471,0.028506841
TUBS_091,2.312,0.0427,0.016030239,0.0448,0.013714419
TUBS_091,2.4,0.0413,0.009623632,0.0429,0.006645355
TUBS_091,2.488,0.0402,0.005776476,0.0413,0.003256128
TUBS_091,2.576,0.0395,0.00346691,0.04,0.001621981
TUBS_091,2.664,0.039,0.002080635,0.0388,0.000827009
TUBS_091,2.752,0.0386,0.00124863,0.0377,0.000435035
TUBS_091,2.84,0.0383,0.000749311,0.0367,0.000237934
TUBS_091,2.928,0.0381,0.000449661,0.0358,0.000136191
TUBS_091,3.016,0.038,0.000269839,0.0349,8.1838e-05
TUBS_091,3.104,0.0378,0.000161929,0.034,5.1553e-05
TUBS_091,3.192,0.0378,9.7172e-05,0.0332,3.3861e-05
TUBS_091,3.28,0.0377,5.8312e-05,0.0323,2.3011e-05
TUBS_091,3.368,0.0377,3.4992e-05,0.0315,1.6049e-05
TUBS_091,3.456,0.0376,2.0998e-05,0.0307,1.1407e-05
TUBS_091,3.544,0.0376,1.2601e-05,0.0298,8.215e-06
TUBS_091,3.632,0.0376,7.562e-06,0.029,5.972e-06
TUBS_091,3.72,0.0376,4.538e-06,0.0282,4.369e-06
TUBS_091,3.808,0.0376,2.723e-06,0.0274,3.211e-06
TUBS_091,3.896,0.0376,1.634e-06,0.0266,2.368e-06
TUBS_091,3.984,0.0376,9.81e-07,0.0258,1.752e-06
TUBS_091,4.072,0.0376,5.88e-07,0.025,1.301e-06
TUBS_091,4.16,0.0376,3.53e-07,0.0242,9.69e-07
TUBS_091,4.248,0.0376,2.12e-07,0.0234,7.24e-07
TUBS_091,4.336,0.0376,1.27e-07,0.0226,5.44e-07
TUBS_091,4.424,0.0376,7.6e-08,0.0218,4.12e-07
TUBS_091,4.512,0.0376,4.6e-08,0.0209,3.14e-07
TUBS_091,4.6,0.0376,2.7e-08,0.0201,2.42e-07
TUBS_091,4.688,0.0376,1.6e-08,0.0193,1.89e-07
TUBS_091,4.776,0.0376,1e-08,0.0185,1.49e-07
TUBS_091,4.864,0.0376,6e-09,0.0177,1.2e-07
