Sample_ID,Orig_SampleName,Source,Lat,Lon,SamplingDepth,HyProp,AirEntry,WP4,KSAT,BD,Porosity,Texture_SSC,Texture_subgroups,Stone,Corg,N,S,Elemental_analyser,Method_Texture_analysis,Sample_volume,Note
KIT_102,281,Karlsruher_Institut_fuer_Technologie,49.824079,5.801883,4.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_103,282,Karlsruher_Institut_fuer_Technologie,49.822625,5.802672,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_104,282.7,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_105,283,Karlsruher_Institut_fuer_Technologie,49.823758,5.802858,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_106,283.2,Karlsruher_Institut_fuer_Technologie,49.806808,5.804593,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_107,283.7,Karlsruher_Institut_fuer_Technologie,49.812833,5.941417,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_108,284.7,Karlsruher_Institut_fuer_Technologie,49.808735,5.803051,17.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_109,284.lux,Karlsruher_Institut_fuer_Technologie,49.822276,5.806843,28.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_110,285,Karlsruher_Institut_fuer_Technologie,49.716222,5.904689,7.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_111,285.2,Karlsruher_Institut_fuer_Technologie,49.808318,5.80611,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_112,285.7,Karlsruher_Institut_fuer_Technologie,49.809263,5.803026,34.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_113,285.8,Karlsruher_Institut_fuer_Technologie,34.963426,135.995046,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_114,285.lux,Karlsruher_Institut_fuer_Technologie,49.749092,5.892749,21.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_115,286,Karlsruher_Institut_fuer_Technologie,49.824079,5.801883,12.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_116,287,Karlsruher_Institut_fuer_Technologie,49.824079,5.801883,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_117,287.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,35.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_118,287.lux,Karlsruher_Institut_fuer_Technologie,49.713042,5.89689,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_119,288,Karlsruher_Institut_fuer_Technologie,49.824079,5.801883,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_120,288.7,Karlsruher_Institut_fuer_Technologie,49.749111,5.936278,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_121,289.6,Karlsruher_Institut_fuer_Technologie,49.724639,5.896203,7.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_122,289.lux2J,Karlsruher_Institut_fuer_Technologie,49.74962,5.936,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_123,290,Karlsruher_Institut_fuer_Technologie,49.822625,5.802672,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_124,290.7,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_125,290.TMB,Karlsruher_Institut_fuer_Technologie,49.1313,8.4412,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_126,291,Karlsruher_Institut_fuer_Technologie,49.823758,5.802858,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_127,291.3,Karlsruher_Institut_fuer_Technologie,49.707583,5.895247,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_128,291.5,Karlsruher_Institut_fuer_Technologie,49.135256,8.744089,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_129,291.lux,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_130,292,Karlsruher_Institut_fuer_Technologie,49.824079,5.801883,12.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_131,292.9,Karlsruher_Institut_fuer_Technologie,49.016062,8.512867,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_132,293,Karlsruher_Institut_fuer_Technologie,49.823758,5.802858,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_133,293.6,Karlsruher_Institut_fuer_Technologie,49.747945,5.893678,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_134,293.lux,Karlsruher_Institut_fuer_Technologie,49.750516,5.8916,5.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_135,294.7,Karlsruher_Institut_fuer_Technologie,49.807389,5.963306,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_136,294.TMB,Karlsruher_Institut_fuer_Technologie,49.1313,8.4412,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_137,295,Karlsruher_Institut_fuer_Technologie,49.826008,5.80286,3.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_138,295.2,Karlsruher_Institut_fuer_Technologie,49.805448,5.802123,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_139,296,Karlsruher_Institut_fuer_Technologie,49.716222,5.904689,22.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_140,296.2,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_141,296.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,24.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_142,296.lux,Karlsruher_Institut_fuer_Technologie,49.749092,5.892749,32.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_143,297,Karlsruher_Institut_fuer_Technologie,49.825617,5.802813,92.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_144,297.2,Karlsruher_Institut_fuer_Technologie,49.80592,5.801984,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_145,297.3,Karlsruher_Institut_fuer_Technologie,49.707583,5.895247,42.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_146,297.7,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_147,297.lux,Karlsruher_Institut_fuer_Technologie,49.747827,5.893523,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_148,298,Karlsruher_Institut_fuer_Technologie,49.716222,5.904689,57.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_149,298.7,Karlsruher_Institut_fuer_Technologie,49.70765,5.8954,17.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_150,299,Karlsruher_Institut_fuer_Technologie,49.764482,5.97479,12.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_151,299.2,Karlsruher_Institut_fuer_Technologie,50.749097,13.673489,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_152,299.7,Karlsruher_Institut_fuer_Technologie,49.751778,5.941055,5.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_153,299.lux2J,Karlsruher_Institut_fuer_Technologie,49.707545,5.89977,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_154,300,Karlsruher_Institut_fuer_Technologie,49.764482,5.97479,4.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_155,300.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_156,300.7,Karlsruher_Institut_fuer_Technologie,49.808735,5.803051,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_157,300.br,Karlsruher_Institut_fuer_Technologie,52.2964,10.4361,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_158,300.lux,Karlsruher_Institut_fuer_Technologie,49.822244,5.807039,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_159,451,Karlsruher_Institut_fuer_Technologie,49.764482,5.97479,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_160,451.3,Karlsruher_Institut_fuer_Technologie,49.707583,5.895247,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_161,451.7,Karlsruher_Institut_fuer_Technologie,49.747361,5.8955,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_162,452,Karlsruher_Institut_fuer_Technologie,49.716222,5.904689,22.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_163,452.7,Karlsruher_Institut_fuer_Technologie,49.74975,5.93875,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_164,453.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_165,453.7,Karlsruher_Institut_fuer_Technologie,49.813333,5.941389,3.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_166,455,Karlsruher_Institut_fuer_Technologie,49.716359,5.90473,19.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_167,455.7,Karlsruher_Institut_fuer_Technologie,49.809263,5.803026,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_168,455.br,Karlsruher_Institut_fuer_Technologie,52.2964,10.4361,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_169,455.lux,Karlsruher_Institut_fuer_Technologie,49.822265,5.806696,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_170,457,Karlsruher_Institut_fuer_Technologie,49.808318,5.80611,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_171,457.lux,Karlsruher_Institut_fuer_Technologie,49.822276,5.806843,16.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_172,458,Karlsruher_Institut_fuer_Technologie,49.764482,5.97479,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_173,460,Karlsruher_Institut_fuer_Technologie,49.716359,5.90473,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_174,460.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,23.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_175,461,Karlsruher_Institut_fuer_Technologie,49.764482,5.97479,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
