Sample_ID,Orig_SampleName,Source,Lat,Lon,SamplingDepth,HyProp,AirEntry,WP4,KSAT,BD,Porosity,Texture_SSC,Texture_subgroups,Stone,Corg,N,S,Elemental_analyser,Method_Texture_analysis,Sample_volume,Note
FSUJ_001,HA_42205,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_002,HA_42220,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_003,HA_42305,Friedrich_Schiller_Universitaet_Jena,51.109,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_004,HA_42405,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_005,HA_42420,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_006,HA_42605,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_007,HA_42620,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_008,HA_42705,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_009,HA_42720,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_010,HA_42805,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_011,HA_42820,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_012,HA_42905,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_013,HA_42920,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_014,HA_43005,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_015,HA_43020,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_016,HA_43105,Friedrich_Schiller_Universitaet_Jena,51.109,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_017,HA_43205,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_018,HA_43220,Friedrich_Schiller_Universitaet_Jena,51.108,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_019,HA_43305,Friedrich_Schiller_Universitaet_Jena,51.109,10.413,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_020,HA_43420,Friedrich_Schiller_Universitaet_Jena,51.108,10.412,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_021,LM_0105,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_022,LM_0120,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_023,LM_0205,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_024,LM_0220,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_025,LM_0320,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_026,LM_0605,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_027,LM_0620,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_028,LM_0705,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_029,LM_0720,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_030,LM_0805,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_031,LM_0820,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_032,LM_0905,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_033,LM_0920,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_034,LM_1205,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_035,LM_1220,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_036,LM_1305,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_037,LM_1320,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_038,LM_1405,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_039,LM_1420,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_040,LM_1505,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_041,LM_1520,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_042,LM_1605,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_043,LM_1620,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_044,LM_1805,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_045,LM_1820,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_046,LM_2005,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_047,LM_2020,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_048,LM_2105,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
FSUJ_049,LM_2120,Friedrich_Schiller_Universitaet_Jena,46.2115,-75.0475,27.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Vario Max CN; Elementar Analysemethoden GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Hydrometer readings after 30 s; 1; 2; 5; 15; and 45 min; and 1; 2; 6; and 24 h  (particles <63 micro m),250,NA
KIT_001,1025,Karlsruher_Institut_fuer_Technologie,50.74916,13.674412,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_002,1025.3,Karlsruher_Institut_fuer_Technologie,49.707583,5.895247,42.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_003,1030,Karlsruher_Institut_fuer_Technologie,49.75031,5.868029,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_004,197,Karlsruher_Institut_fuer_Technologie,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_005,197.7,Karlsruher_Institut_fuer_Technologie,49.809598,5.802939,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_006,245.2,Karlsruher_Institut_fuer_Technologie,49.75031,5.868029,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_007,246,Karlsruher_Institut_fuer_Technologie,49.825617,5.802813,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_008,248,Karlsruher_Institut_fuer_Technologie,49.716359,5.90473,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_009,248.3,Karlsruher_Institut_fuer_Technologie,49.825977,5.803403,12.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_010,248.5,Karlsruher_Institut_fuer_Technologie,49.135256,8.744089,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_011,248.7,Karlsruher_Institut_fuer_Technologie,49.70835,5.895283,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_012,248.lux,Karlsruher_Institut_fuer_Technologie,49.713042,5.89689,13.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
KIT_013,249.2,Karlsruher_Institut_fuer_Technologie,49.807317,5.80571,4.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TruMac CNS; Leco Instrumente GmbH; Germany,Wet sieving (particles 63 micro m to 2000 micro m) and sedimentation with Koehn (1931) pipette extraction (particles <63 micro m),250,NA
